CompanyID,Name,Industry,Sector,Notes,Headquarters,Name_One,Name_Two,Label
510,Waterloo Maple Inc.,Technology,Software,Mathematical software,Waterloo,Waterloo Maple Inc.,Maple Leaf Foods Inc.,0
511,Wawanesa Insurance,Financials,Full line insurance,Insurance,Winnipeg,Wawanesa Insurance,Compagnie D’assurance Wawanesa,1
511,Wawanesa Insurance,Financials,Full line insurance,Insurance,Winnipeg,Wawanesa Insurance,Waneta Insurance Services Ltd.,0
512,West Fraser Timber,Basic materials,Forestry,Wood products,Quesnel,West Fraser Timber,West Fraser Mills Ltd,1
512,West Fraser Timber,Basic materials,Forestry,Wood products,Quesnel,West Fraser Timber,West Timber & Forest Products,0
513,West Wind Aviation,Consumer services,Airlines,Airline and air services,Saskatoon,West Wind Aviation,WWA Holdings Ltd.,1
513,West Wind Aviation,Consumer services,Airlines,Airline and air services,Saskatoon,West Wind Aviation,Windstar Aviation Inc.,0
514,WestJet,Consumer services,Airlines,Low-cost airline,Calgary,WestJet,WestJet Airlines Ltd.,1
514,WestJet,Consumer services,Airlines,Low-cost airline,Calgary,WestJet,BestJet Inc.,0
515,WingTips Airport Services,Industrials,Transportation services,"Ground handling, defunct 2010",Calgary,WingTips Airport Services,WTGH Canada Inc.,1
515,WingTips Airport Services,Industrials,Transportation services,"Ground handling, defunct 2010",Calgary,WingTips Airport Services,TipTop Air Services Ltd.,0
516,Winners,Consumer services,Broadline retailers,"Discount chain, part of TJX Companies (US)",Mississauga,Winners,Organizations under TJX Canada,1
516,Winners,Consumer services,Broadline retailers,"Discount chain, part of TJX Companies (US)",Mississauga,Winners,Winner Max Capital Corp.,0
517,Yara Belle Plaine,Basic materials,Commodity chemicals,Fertilizers,Regina,Yara Belle Plaine,Yara North America Inc.,1
517,Yara Belle Plaine,Basic materials,Commodity chemicals,Fertilizers,Regina,Yara Belle Plaine,Yara International ASA,0
518,Yogen Früz,Consumer services,Restaurants & bars,Yogurt chain,Thornhill,Yogen Früz,Tutti Frutti Frozen Yogurt Ltd.,1
518,Yogen Früz,Consumer services,Restaurants & bars,Yogurt chain,Thornhill,Yogen Früz,Yogenétix Studios Inc.,0
519,Z8Games,Technology,Software,Gaming portal,Toronto,Z8Games,Z8 Software Inc.,1
519,Z8Games,Technology,Software,Gaming portal,Toronto,Z8Games,ZipGames Inc.,0
520,Zag Bank,Financials,Banks,Bank,Calgary,Zag Bank,Canadian Direct Bank,1
520,Zag Bank,Financials,Banks,Bank,Calgary,Zag Bank,B2B Bank,0
521,Zellers,Consumer services,Broadline retailer,Acquired by Target Canada,Brampton,Zellers,Hudson's Bay Trading Company (Zellers),1
521,Zellers,Consumer services,Broadline retailer,Acquired by Target Canada,Brampton,Zellers,Zellweger Analytics Canada Ltd,0
522,ZENN Motor Company,Consumer goods,Automobiles,Electric vehicles,Montreal,ZENN Motor Company,"Feel Good Cars, Inc.",1
522,ZENN Motor Company,Consumer goods,Automobiles,Electric vehicles,Montreal,ZENN Motor Company,Zen Motors Group,0
